toponimo	provincia	lon	lat
dietenheim	stadt (BW)	10.069592	48.212211
illerrieden	gemeinde (BW)	10.053883	48.271364
balzheim	gemeinde (BW)	10.076078	48.180798
beimerstetten	gemeinde (BW)	9.98581	48.481886
dornstadt	gemeinde (BW)	9.942617	48.466494
westerstetten	gemeinde (BW)	9.950835	48.521516
ehingen (donau)	stadt (BW)	9.725211	48.283666
griesingen	gemeinde (BW)	9.784023	48.266986
oberdischingen	gemeinde (BW)	9.830802	48.30176
öpfingen	gemeinde (BW)	9.802832	48.286194
hüttisheim	gemeinde (BW)	9.94165	48.280646
schnürpflingen	gemeinde (BW)	9.994004	48.273078
illerkirchberg	gemeinde (BW)	9.999035	48.33831
staig	gemeinde (BW)	9.991027	48.299083
laichingen	stadt (BW)	9.685733	48.489445
merklingen	gemeinde (BW)	9.755088	48.511695
nellingen	gemeinde (BW)	9.791311	48.541984
westerheim	gemeinde (BW)	9.624072	48.515159
heroldstatt	gemeinde (BW)	9.669339	48.446332
altheim (alb)	gemeinde (BW)	10.025037	48.581738
asselfingen	gemeinde (BW)	10.1914	48.529714
ballendorf	gemeinde (BW)	10.07723	48.554937
bernstadt	gemeinde (BW)	10.023964	48.500014
börslingen	gemeinde (BW)	10.063069	48.538957
breitingen	gemeinde (BW)	9.991461	48.517286
holzkirch	gemeinde (BW)	9.99421	48.531479
langenau	stadt (BW)	10.121087	48.499499
neenstetten	gemeinde (BW)	10.021476	48.545493
nerenstetten	gemeinde (BW)	10.099582	48.529959
öllingen	gemeinde (BW)	10.148065	48.527741
rammingen	gemeinde (BW)	10.170794	48.519683
setzingen	gemeinde (BW)	10.126705	48.538048
weidenstetten	gemeinde (BW)	9.997084	48.552147
amstetten	gemeinde (BW)	9.876125	48.577697
lonsee	gemeinde (BW)	9.917632	48.543054
emeringen	gemeinde (BW)	9.517274	48.234296
emerkingen	gemeinde (BW)	9.656266	48.214609
grundsheim	gemeinde (BW)	9.667765	48.177459
hausen am bussen	gemeinde (BW)	9.624615	48.211503
lauterach	gemeinde (BW)	9.579242	48.256068
munderkingen	stadt (BW)	9.647663	48.236714
obermarchtal	gemeinde (BW)	9.568532	48.233294
oberstadion	gemeinde (BW)	9.691361	48.186931
rechtenstein	gemeinde (BW)	9.544232	48.241602
rottenacker	gemeinde (BW)	9.687742	48.235057
untermarchtal	gemeinde (BW)	9.612757	48.24096
unterstadion	gemeinde (BW)	9.690197	48.204552
unterwachingen	gemeinde (BW)	9.643433	48.203784
schemmerhofen	gemeinde (BW)	9.795846	48.174074
alleshausen	gemeinde (BW)	9.621543	48.102679
allmannsweiler	gemeinde (BW)	9.593584	48.028386
bad buchau	stadt (BW)	9.611773	48.063926
betzenweiler	gemeinde (BW)	9.574404	48.117754
dürnau	gemeinde (BW)	9.554803	48.060403
kanzach	gemeinde (BW)	9.558743	48.07669
moosburg	gemeinde (BW)	9.596849	48.088634
oggelshausen	gemeinde (BW)	9.648628	48.070826
seekirch	gemeinde (BW)	9.641357	48.106288
tiefenbach	gemeinde (BW)	9.6525	48.089033
bad schussenried	stadt (BW)	9.657495	48.004849
ingoldingen	gemeinde (BW)	9.739688	48.025577
attenweiler	gemeinde (BW)	9.698617	48.136819
biberach an der riß	stadt (BW)	9.79203	48.097465
eberhardzell	gemeinde (BW)	9.824229	48.001249
hochdorf	gemeinde (BW)	9.787135	48.02488
maselheim	gemeinde (BW)	9.883935	48.13449
mittelbiberach	gemeinde (BW)	9.747188	48.087332
ummendorf	gemeinde (BW)	9.831026	48.062058
warthausen	gemeinde (BW)	9.797727	48.128975
berkheim	gemeinde (BW)	10.08179	48.043327
dettingen an der iller	gemeinde (BW)	10.113892	48.105281
erolzheim	gemeinde (BW)	10.072583	48.091068
kirchberg an der iller	gemeinde (BW)	10.081464	48.132256
kirchdorf an der iller	gemeinde (BW)	10.126512	48.076496
achstetten	gemeinde (BW)	9.898085	48.258983
burgrieden	gemeinde (BW)	9.93438	48.238255
laupheim	stadt (BW)	9.883733	48.230018
mietingen	gemeinde (BW)	9.899411	48.182492
erlenmoos	gemeinde (BW)	9.974997	48.063201
ochsenhausen	stadt (BW)	9.951929	48.06947
steinhausen an der rottum	gemeinde (BW)	9.956273	48.023423
gutenzell-hürbel	gemeinde (BW)	9.997187	48.113537
altheim	gemeinde (BW)	9.448855	48.145555
dürmentingen	gemeinde (BW)	9.533605	48.113546
ertingen	gemeinde (BW)	9.460739	48.096788
langenenslingen	gemeinde (BW)	9.377962	48.148612
riedlingen	stadt (BW)	9.472452	48.153659
unlingen	gemeinde (BW)	9.522042	48.166683
uttenweiler	gemeinde (BW)	9.61133	48.148751
rot an der rot	gemeinde (BW)	10.027282	48.013091
tannheim	gemeinde (BW)	10.081648	48.000036
schwendi	gemeinde (BW)	9.975708	48.175367
wain	gemeinde (BW)	10.022001	48.188928
meckenbeuren	gemeinde (BW)	9.562678	47.700637
eriskirch	gemeinde (BW)	9.530728	47.629977
kressbronn am bodensee	gemeinde (BW)	9.59834	47.596747
langenargen	gemeinde (BW)	9.54014	47.596737
friedrichshafen	stadt (BW)	9.479614	47.652205
immenstaad am bodensee	gemeinde (BW)	9.37146	47.666622
bermatingen	gemeinde (BW)	9.348092	47.731114
markdorf	stadt (BW)	9.389138	47.72035
oberteuringen	gemeinde (BW)	9.471967	47.725477
deggenhausertal	gemeinde (BW)	9.390459	47.78158
daisendorf	gemeinde (BW)	9.265766	47.711716
hagnau am bodensee	gemeinde (BW)	9.320022	47.67625
meersburg	stadt (BW)	9.273408	47.695076
stetten	gemeinde (BW)	9.300569	47.692691
uhldingen-mühlhofen	gemeinde (BW)	9.245612	47.735636
frickingen	gemeinde (BW)	9.273089	47.81517
heiligenberg	gemeinde (BW)	9.312802	47.821299
salem	gemeinde (BW)	9.310691	47.759725
neukirch	gemeinde (BW)	9.701999	47.657496
tettnang	stadt (BW)	9.589453	47.671477
owingen	gemeinde (BW)	9.175628	47.810832
sipplingen	gemeinde (BW)	9.098441	47.79642
überlingen	stadt (BW)	9.159266	47.768547
aulendorf	stadt (BW)	9.638492	47.951301
bad wurzach	stadt (BW)	9.896525	47.908416
isny im allgäu	stadt (BW)	10.039361	47.692238
kißlegg	gemeinde (BW)	9.881938	47.787754
argenbühl	gemeinde (BW)	9.959372	47.688159
altshausen	gemeinde (BW)	9.538271	47.93449
boms	gemeinde (BW)	9.508511	47.969713
ebenweiler	gemeinde (BW)	9.513264	47.900658
eichstegen	gemeinde (BW)	9.498845	47.938739
fleischwangen	gemeinde (BW)	9.477566	47.879063
guggenhausen	gemeinde (BW)	9.455438	47.893685
hoßkirch	gemeinde (BW)	9.446033	47.940508
königseggwald	gemeinde (BW)	9.419302	47.929613
riedhausen	gemeinde (BW)	9.431359	47.908922
unterwaldhausen	gemeinde (BW)	9.469885	47.902083
ebersbach-musbach	gemeinde (BW)	9.580336	47.956209
bad waldsee	stadt (BW)	9.751276	47.92251
bergatreute	gemeinde (BW)	9.748012	47.849665
bodnegg	gemeinde (BW)	9.690491	47.709876
grünkraut	gemeinde (BW)	9.652681	47.743111
schlier	gemeinde (BW)	9.674581	47.770627
waldburg	gemeinde (BW)	9.712904	47.757454
aichstetten	gemeinde (BW)	10.08067	47.892919
aitrach	gemeinde (BW)	10.0896	47.939232
leutkirch im allgäu	stadt (BW)	10.024379	47.825064
baienfurt	gemeinde (BW)	9.651432	47.826982
baindt	gemeinde (BW)	9.661164	47.84186
berg	gemeinde (BW)	9.595867	47.816128
ravensburg	stadt (BW)	9.615089	47.78366
weingarten	stadt (BW)	9.640669	47.807399
vogt	gemeinde (BW)	9.766671	47.775383
wolfegg	gemeinde (BW)	9.793215	47.820361
achberg	gemeinde (BW)	9.713856	47.615122
amtzell	gemeinde (BW)	9.747974	47.70628
wangen im allgäu	stadt (BW)	9.832354	47.685855
wilhelmsdorf	gemeinde (BW)	9.425067	47.867494
horgenzell	gemeinde (BW)	9.497983	47.806456
wolpertswende	gemeinde (BW)	9.613345	47.895287
fronreute	gemeinde (BW)	9.589918	47.863185
ostrach	gemeinde (BW)	9.380955	47.953822
gammertingen	stadt (BW)	9.2157	48.250288
hettingen	stadt (BW)	9.234626	48.219073
neufra	gemeinde (BW)	9.186088	48.247237
veringenstadt	stadt (BW)	9.214018	48.178302
hohentengen	gemeinde (BW)	9.376107	48.028673
mengen	stadt (BW)	9.329165	48.048768
scheer	stadt (BW)	9.29442	48.072852
leibertingen	gemeinde (BW)	9.01618	48.042912
meßkirch	stadt (BW)	9.111166	47.992608
sauldorf	gemeinde (BW)	9.106323	47.94256
illmensee	gemeinde (BW)	9.37451	47.862015
pfullendorf	stadt (BW)	9.255547	47.923774
wald	gemeinde (BW)	9.172005	47.937975
herdwangen-schönach	gemeinde (BW)	9.168242	47.862679
herbertingen	gemeinde (BW)	9.438105	48.061061
bad saulgau	stadt (BW)	9.499183	48.013864
beuron	gemeinde (BW)	8.970068	48.050828
bingen	gemeinde (BW)	9.272341	48.110738
inzigkofen	gemeinde (BW)	9.179617	48.070908
krauchenwies	gemeinde (BW)	9.248681	48.018687
sigmaringen	stadt (BW)	9.214788	48.086623
sigmaringendorf	gemeinde (BW)	9.261616	48.067985
schwenningen	gemeinde (BW)	8.997429	48.104730000000004
stetten am kalten markt	gemeinde (BW)	9.077554	48.121999
ingolstadt	stadt (BY)	11.423387	48.76542
münchen	stadt (BY)	11.575997	48.137683
rosenheim	stadt (BY)	12.128932	47.856358
altötting	stadt (BY)	12.67892	48.227986
burghausen	stadt (BY)	12.831282	48.168825
burgkirchen a.d.alz	gemeinde (BY)	12.731367	48.166556
garching a.d.alz	gemeinde (BY)	12.574383	48.127462
haiming	gemeinde (BY)	12.88758	48.21297
neuötting	stadt (BY)	12.690715	48.240061
pleiskirchen	gemeinde (BY)	12.59607	48.307035
teising	gemeinde (BY)	12.609927	48.22698
töging a.inn	stadt (BY)	12.586743	48.254645
tüßling	gemeinde (BY)	12.601677	48.212289
winhöring	gemeinde (BY)	12.651149	48.265589
emmerting	gemeinde (BY)	12.766255	48.199992
mehring	gemeinde (BY)	12.78353	48.178788
feichten a.d.alz	gemeinde (BY)	12.595784	48.081776
halsbach	gemeinde (BY)	12.675709	48.125357
kirchweidach	gemeinde (BY)	12.64351	48.085899
tyrlaching	gemeinde (BY)	12.668425	48.061068
marktl	gemeinde (BY)	12.843658	48.25329
stammham	gemeinde (BY)	12.882353	48.248353
erlbach	gemeinde (BY)	12.786431	48.30704
perach	gemeinde (BY)	12.767571	48.265551
reischach	gemeinde (BY)	12.725442	48.290821
kastl	gemeinde (BY)	12.696097	48.193923
unterneukirchen	gemeinde (BY)	12.618632	48.165342
ainring	gemeinde (BY)	12.943264	47.816451
anger	gemeinde (BY)	12.859411	47.802378
bad reichenhall	stadt (BY)	12.876699	47.725886
bayerisch gmain	gemeinde (BY)	12.892608	47.720923
berchtesgaden	gemeinde (BY)	13.002514	47.632843
bischofswiesen	gemeinde (BY)	12.970308	47.647463
freilassing	stadt (BY)	12.978135	47.842101
laufen	stadt (BY)	12.932686	47.936943
marktschellenberg	gemeinde (BY)	13.045654	47.6968
piding	gemeinde (BY)	12.91208	47.769593
ramsau b.berchtesgaden	gemeinde (BY)	12.899103	47.608333
saaldorf-surheim	gemeinde (BY)	12.929731	47.870455
schneizlreuth	gemeinde (BY)	12.802281	47.690229
schönau a.königssee	gemeinde (BY)	12.984388	47.602396
teisendorf	gemeinde (BY)	12.820465	47.849858
eck	gemeindefreies gebiet (BY)	13.06038	47.615613
schellenberger forst	gemeindefreies gebiet (BY)	12.989581	47.68665
bad heilbrunn	gemeinde (BY)	11.462626	47.746023
bad tölz	stadt (BY)	11.563912	47.759148
dietramszell	gemeinde (BY)	11.588293	47.854816
egling	gemeinde (BY)	11.508365	47.922943
eurasburg	gemeinde (BY)	11.403471	47.855933
gaißach	gemeinde (BY)	11.5801	47.747447
geretsried	stadt (BY)	11.482265	47.856254
icking	gemeinde (BY)	11.437241	47.956857
jachenau	gemeinde (BY)	11.43382	47.605803
königsdorf	gemeinde (BY)	11.480945	47.816385
lenggries	gemeinde (BY)	11.576728	47.682625
münsing	gemeinde (BY)	11.368916	47.902692
wackersberg	gemeinde (BY)	11.54638	47.736474
wolfratshausen	stadt (BY)	11.420767	47.912703
benediktbeuern	gemeinde (BY)	11.411896	47.707913
bichl	gemeinde (BY)	11.412308	47.720533
kochel a.see	gemeinde (BY)	11.368269	47.658845
schlehdorf	gemeinde (BY)	11.315207	47.657932
greiling	gemeinde (BY)	11.608942	47.76297
reichersbeuern	gemeinde (BY)	11.634873	47.767361
sachsenkam	gemeinde (BY)	11.64358	47.806902
pupplinger au	gemeindefreies gebiet (BY)	11.44341	47.921793
wolfratshauser forst	gemeindefreies gebiet (BY)	11.496089	47.865663
altomünster	gemeinde (BY)	11.256047	48.387627
bergkirchen	gemeinde (BY)	11.366061	48.259031
dachau	stadt (BY)	11.437493	48.263327
erdweg	gemeinde (BY)	11.303171	48.332399
haimhausen	gemeinde (BY)	11.553037	48.3162
hebertshausen	gemeinde (BY)	11.464164	48.291688
karlsfeld	gemeinde (BY)	11.473188	48.222151
markt indersdorf	gemeinde (BY)	11.373487	48.361167
odelzhausen	gemeinde (BY)	11.198784	48.308784
petershausen	gemeinde (BY)	11.468654	48.40908
pfaffenhofen a.d.glonn	gemeinde (BY)	11.162447	48.29497
röhrmoos	gemeinde (BY)	11.458116	48.326969
schwabhausen	gemeinde (BY)	11.35568	48.303098
sulzemoos	gemeinde (BY)	11.263711	48.290916
hilgertshausen-tandern	gemeinde (BY)	11.354829	48.429543
vierkirchen	gemeinde (BY)	11.459701	48.364533
weichs	gemeinde (BY)	11.414041	48.380647
anzing	gemeinde (BY)	11.853441	48.151444
ebersberg	stadt (BY)	11.968817	48.078429
forstinning	gemeinde (BY)	11.912626	48.168565
grafing b.münchen	stadt (BY)	11.966103	48.045389
hohenlinden	gemeinde (BY)	11.996522	48.15734
kirchseeon	gemeinde (BY)	11.887809	48.071806
markt schwaben	gemeinde (BY)	11.86538	48.19093
vaterstetten	gemeinde (BY)	11.777125	48.102498
pliening	gemeinde (BY)	11.798553	48.19811
poing	gemeinde (BY)	11.818208	48.171249
steinhöring	gemeinde (BY)	12.030748000000001	48.086592
zorneding	gemeinde (BY)	11.825588	48.084445
aßling	gemeinde (BY)	12.005281	47.992086
frauenneuharting	gemeinde (BY)	12.048251	48.039782
emmering	gemeinde (BY)	12.056182	47.997962
baiern	gemeinde (BY)	11.898056	47.957257
bruck	gemeinde (BY)	11.907755	48.021043
egmating	gemeinde (BY)	11.797215	48.004623
glonn	gemeinde (BY)	11.867322	47.987123
moosach	gemeinde (BY)	11.875619	48.032615
oberpframmern	gemeinde (BY)	11.813087	48.021679
anzinger forst	gemeindefreies gebiet (BY)	11.908355	48.131765
ebersberger forst	gemeindefreies gebiet (BY)	11.964456	48.132911
eglhartinger forst	gemeindefreies gebiet (BY)	11.885947	48.099305
altmannstein	gemeinde (BY)	11.649929	48.896112
beilngries	stadt (BY)	11.471047	49.03653
buxheim	gemeinde (BY)	11.292008	48.804323
denkendorf	gemeinde (BY)	11.454837	48.927791
dollnstein	gemeinde (BY)	11.074724	48.872714
eichstätt	stadt (BY)	11.185203	48.891094
gaimersheim	gemeinde (BY)	11.368343	48.804753
großmehring	gemeinde (BY)	11.534077	48.7654
hepberg	gemeinde (BY)	11.461106	48.822885
hitzhofen	gemeinde (BY)	11.321686	48.847072
kinding	gemeinde (BY)	11.383818	49.001445
kipfenberg	gemeinde (BY)	11.393928	48.950023
kösching	gemeinde (BY)	11.501015	48.810992
lenting	gemeinde (BY)	11.462651	48.807287
mörnsheim	gemeinde (BY)	11.008117	48.869692
stammham	gemeinde (BY)	11.458154	48.858187
titting	gemeinde (BY)	11.212034	48.997618
wellheim	gemeinde (BY)	11.082834	48.817667
wettstetten	gemeinde (BY)	11.414983	48.824094
pollenfeld	gemeinde (BY)	11.206125	48.948104
schernfeld	gemeinde (BY)	11.106551	48.904766
walting	gemeinde (BY)	11.300455	48.912008
böhmfeld	gemeinde (BY)	11.366858	48.861043
eitensheim	gemeinde (BY)	11.320021	48.819536
adelschlag	gemeinde (BY)	11.223138	48.83914
egweil	gemeinde (BY)	11.231911	48.785765
nassenfels	gemeinde (BY)	11.227571	48.79765
mindelstetten	gemeinde (BY)	11.642861	48.850009
oberdolling	gemeinde (BY)	11.592558	48.829248
pförring	gemeinde (BY)	11.689187	48.808195
haunstetter forst	gemeindefreies gebiet (BY)	11.429449	49.030571
bockhorn	gemeinde (BY)	11.986998	48.314723
dorfen	stadt (BY)	12.154454	48.271966
erding	stadt (BY)	11.907169	48.306323
finsing	gemeinde (BY)	11.824361	48.216158
forstern	gemeinde (BY)	11.977334	48.183368
fraunberg	gemeinde (BY)	11.992691	48.368715
isen	gemeinde (BY)	12.057134	48.212835
lengdorf	gemeinde (BY)	12.051822	48.255915
moosinning	gemeinde (BY)	11.84463	48.277056
sankt wolfgang	gemeinde (BY)	12.135093	48.218223
taufkirchen (vils)	gemeinde (BY)	12.131513	48.346437
buch a.buchrain	gemeinde (BY)	11.994126	48.215089
pastetten	gemeinde (BY)	11.945285	48.199897
walpertskirchen	gemeinde (BY)	11.979422	48.257822
wörth	gemeinde (BY)	11.901744	48.245384
eitting	gemeinde (BY)	11.89039	48.358839
oberding	gemeinde (BY)	11.845524	48.322653
neuching	gemeinde (BY)	11.854383	48.241717
ottenhofen	gemeinde (BY)	11.880343	48.215814
hohenpolding	gemeinde (BY)	12.130701	48.383516
inning a.holz	gemeinde (BY)	12.077904	48.347862
kirchberg	gemeinde (BY)	12.048411	48.40547
steinkirchen	gemeinde (BY)	12.079194	48.374678
berglern	gemeinde (BY)	11.929916	48.383368
langenpreising	gemeinde (BY)	11.972151	48.425772
wartenberg	gemeinde (BY)	11.987985	48.404449
au i.d.hallertau	gemeinde (BY)	11.742716	48.557539
eching	gemeinde (BY)	11.623733	48.297531
rudelzhausen	gemeinde (BY)	11.767661	48.590008
fahrenzhausen	gemeinde (BY)	11.554462	48.354613
freising	stadt (BY)	11.748361	48.403627
hallbergmoos	gemeinde (BY)	11.749896	48.324369
hohenkammer	gemeinde (BY)	11.523555	48.4241
kirchdorf a.d.amper	gemeinde (BY)	11.651933	48.4583
kranzberg	gemeinde (BY)	11.616607	48.406009
langenbach	gemeinde (BY)	11.853676	48.436873
marzling	gemeinde (BY)	11.793717	48.410488
moosburg a.d.isar	stadt (BY)	11.935504	48.467702
nandlstadt	gemeinde (BY)	11.805491	48.537446
neufahrn b.freising	gemeinde (BY)	11.66279	48.316081
allershausen	gemeinde (BY)	11.598275	48.429879
paunzhausen	gemeinde (BY)	11.566162	48.474909
gammelsdorf	gemeinde (BY)	11.949324	48.556063
hörgertshausen	gemeinde (BY)	11.866009	48.549214
mauern	gemeinde (BY)	11.897499	48.51714
wang	gemeinde (BY)	11.935058	48.495301
attenkirchen	gemeinde (BY)	11.758765	48.506366
haag a.d.amper	gemeinde (BY)	11.832861	48.458593
wolfersdorf	gemeinde (BY)	11.708788	48.478796
zolling	gemeinde (BY)	11.771294	48.451521
alling	gemeinde (BY)	11.299015	48.141556
egenhofen	gemeinde (BY)	11.164854	48.28349
eichenau	gemeinde (BY)	11.322467	48.172075
emmering	gemeinde (BY)	11.280566	48.180662
fürstenfeldbruck	stadt (BY)	11.253092	48.182775
germering	stadt (BY)	11.364874	48.130916
gröbenzell	gemeinde (BY)	11.37188	48.1927
maisach	gemeinde (BY)	11.257605	48.215758
moorenweis	gemeinde (BY)	11.079272	48.154648
olching	stadt (BY)	11.331193	48.209243
puchheim	stadt (BY)	11.343959	48.148172
türkenfeld	gemeinde (BY)	11.08557	48.108875
adelshofen	gemeinde (BY)	11.116705	48.18313
althegnenberg	gemeinde (BY)	11.064455	48.233116
hattenhofen	gemeinde (BY)	11.117263	48.221965
jesenwang	gemeinde (BY)	11.131529	48.166407
landsberied	gemeinde (BY)	11.168073	48.162707
mammendorf	gemeinde (BY)	11.162678	48.208396
mittelstetten	gemeinde (BY)	11.095143	48.255788
oberschweinbach	gemeinde (BY)	11.158268	48.241192
grafrath	gemeinde (BY)	11.164399	48.123574
kottgeisering	gemeinde (BY)	11.131747	48.119156
schöngeising	gemeinde (BY)	11.203978	48.140457
bad kohlgrub	gemeinde (BY)	11.051047	47.66653
farchant	gemeinde (BY)	11.112099	47.530185
garmisch-partenkirchen	gemeinde (BY)	11.086118	47.492447
grainau	gemeinde (BY)	11.026832	47.470838
krün	gemeinde (BY)	11.278469	47.505053
mittenwald	gemeinde (BY)	11.262738	47.441185
murnau a.staffelsee	gemeinde (BY)	11.200765	47.678768
oberammergau	gemeinde (BY)	11.06642	47.597074
oberau	gemeinde (BY)	11.138308	47.562606
uffing a.staffelsee	gemeinde (BY)	11.152405	47.714018
wallgau	gemeinde (BY)	11.282267	47.522154
bad bayersoien	gemeinde (BY)	10.996604	47.690984
saulgrub	gemeinde (BY)	11.024935	47.667637
ettal	gemeinde (BY)	11.092707	47.568975
unterammergau	gemeinde (BY)	11.028938	47.617131
eschenlohe	gemeinde (BY)	11.185861	47.59802
großweil	gemeinde (BY)	11.303171	47.675379
ohlstadt	gemeinde (BY)	11.230358	47.634651
schwaigen	gemeinde (BY)	11.117577	47.647194
riegsee	gemeinde (BY)	11.233785	47.698773
seehausen a.staffelsee	gemeinde (BY)	11.185323	47.689514
spatzenhausen	gemeinde (BY)	11.198474	47.722431
ettaler forst	gemeindefreies gebiet (BY)	10.9563	47.545645
denklingen	gemeinde (BY)	10.849611	47.913826
dießen am ammersee	gemeinde (BY)	11.095037	47.949176
egling a.d.paar	gemeinde (BY)	10.983041	48.187602
geltendorf	gemeinde (BY)	11.028417	48.121517
kaufering	gemeinde (BY)	10.85649	48.092915
landsberg am lech	stadt (BY)	10.877828	48.049514
penzing	gemeinde (BY)	10.927474	48.074902
utting am ammersee	gemeinde (BY)	11.084411	48.02591
weil	gemeinde (BY)	10.925035	48.118728
fuchstal	gemeinde (BY)	10.826857	47.934246
unterdießen	gemeinde (BY)	10.829181	47.979931
hurlach	gemeinde (BY)	10.813731	48.118825
igling	gemeinde (BY)	10.805609	48.073414
obermeitingen	gemeinde (BY)	10.806325	48.146884
prittriching	gemeinde (BY)	10.928375	48.204133
scheuring	gemeinde (BY)	10.89664	48.169958
hofstetten	gemeinde (BY)	10.973051	48.008676
schwifting	gemeinde (BY)	10.928301	48.047477
pürgen	gemeinde (BY)	10.919469	48.027501
apfeldorf	gemeinde (BY)	10.92837	47.895579
kinsau	gemeinde (BY)	10.9085	47.877716
vilgertshofen	gemeinde (BY)	10.918058	47.951279
reichling	gemeinde (BY)	10.926698	47.924402
rott	gemeinde (BY)	10.970729	47.906166
thaining	gemeinde (BY)	10.959694	47.972473
eching am ammersee	gemeinde (BY)	11.114626	48.080538
greifenberg	gemeinde (BY)	11.083385	48.07061
schondorf am ammersee	gemeinde (BY)	11.09193	48.05274
eresing	gemeinde (BY)	11.022605	48.085367
finning	gemeinde (BY)	11.012318	48.020779
windach	gemeinde (BY)	11.035183	48.06708
ammersee	gemeindefreies gebiet (BY)	11.124783	48.002198
bad wiessee	gemeinde (BY)	11.725573	47.712577
bayrischzell	gemeinde (BY)	12.013715	47.673874
fischbachau	gemeinde (BY)	11.950751	47.71941
gmund a.tegernsee	gemeinde (BY)	11.738468	47.750896
hausham	gemeinde (BY)	11.836996	47.752233
holzkirchen	gemeinde (BY)	11.697732	47.881423
irschenberg	gemeinde (BY)	11.918716	47.83423
kreuth	gemeinde (BY)	11.744271	47.641812
miesbach	stadt (BY)	11.834173	47.788844
otterfing	gemeinde (BY)	11.675542	47.908713
rottach-egern	gemeinde (BY)	11.765587	47.688923
schliersee	gemeinde (BY)	11.859528	47.737233
tegernsee	stadt (BY)	11.757111	47.70869
valley	gemeinde (BY)	11.768215	47.888874
waakirchen	gemeinde (BY)	11.674921	47.770794
warngau	gemeinde (BY)	11.721817	47.832063
weyarn	gemeinde (BY)	11.801372	47.857561
ampfing	gemeinde (BY)	12.418033	48.25513
aschau a.inn	gemeinde (BY)	12.348732	48.197933
buchbach	gemeinde (BY)	12.27153	48.30976
haag i.ob	gemeinde (BY)	12.182297	48.161682
mettenheim	gemeinde (BY)	12.465496	48.265857
mühldorf a.inn	stadt (BY)	12.524963	48.241864
obertaufkirchen	gemeinde (BY)	12.279353	48.261515
schwindegg	gemeinde (BY)	12.257304	48.272224
waldkraiburg	stadt (BY)	12.400382	48.208301
heldenstein	gemeinde (BY)	12.36415	48.241755
rattenkirchen	gemeinde (BY)	12.312618	48.240752
gars a.inn	gemeinde (BY)	12.275118	48.155168
unterreit	gemeinde (BY)	12.333662	48.119453
kirchdorf	gemeinde (BY)	12.195986	48.175555
reichertsheim	gemeinde (BY)	12.28674	48.198249
jettenbach	gemeinde (BY)	12.382539	48.169593
kraiburg a.inn	gemeinde (BY)	12.427777	48.183513
taufkirchen	gemeinde (BY)	12.456733	48.149216
egglkofen	gemeinde (BY)	12.450509	48.395498
neumarkt-sankt veit	stadt (BY)	12.508258	48.361946
lohkirchen	gemeinde (BY)	12.445837	48.310318
oberbergkirchen	gemeinde (BY)	12.386144	48.305288
schönberg	gemeinde (BY)	12.440116	48.342424
zangberg	gemeinde (BY)	12.424421	48.274482
oberneukirchen	gemeinde (BY)	12.51971	48.172963
polling	gemeinde (BY)	12.559147	48.215202
erharting	gemeinde (BY)	12.574744	48.281024
niederbergkirchen	gemeinde (BY)	12.50617	48.312607
niedertaufkirchen	gemeinde (BY)	12.547967	48.329651
maitenbeth	gemeinde (BY)	12.092587	48.150129
rechtmehring	gemeinde (BY)	12.160496	48.124976
mühldorfer hart	gemeindefreies gebiet (BY)	12.432375	48.223334
aschheim	gemeinde (BY)	11.71681	48.171014
baierbrunn	gemeinde (BY)	11.486944	48.019582
brunnthal	gemeinde (BY)	11.684307	48.006711
feldkirchen	gemeinde (BY)	11.729618	48.147036
garching b.münchen	stadt (BY)	11.65188	48.249173
gräfelfing	gemeinde (BY)	11.431034	48.117816
grasbrunn	gemeinde (BY)	11.743559	48.079074
grünwald	gemeinde (BY)	11.522716	48.039574
haar	gemeinde (BY)	11.728428	48.109938
höhenkirchen-siegertsbrunn	gemeinde (BY)	11.712037	48.01942
hohenbrunn	gemeinde (BY)	11.702249	48.048186
ismaning	gemeinde (BY)	11.670834	48.225107
kirchheim b.münchen	gemeinde (BY)	11.755421	48.176569
neuried	gemeinde (BY)	11.465823	48.093116
oberhaching	gemeinde (BY)	11.589825	48.026481
oberschleißheim	gemeinde (BY)	11.551194	48.250998
ottobrunn	gemeinde (BY)	11.660837	48.065189
aying	gemeinde (BY)	11.777479	47.970734
planegg	gemeinde (BY)	11.424579	48.105815
pullach i.isartal	gemeinde (BY)	11.522441	48.057124
putzbrunn	gemeinde (BY)	11.715844	48.075393
sauerlach	gemeinde (BY)	11.653905	47.971744
schäftlarn	gemeinde (BY)	11.458206	47.989964
straßlach-dingharting	gemeinde (BY)	11.514198	48.004832
taufkirchen	gemeinde (BY)	11.622057	48.042092
neubiberg	gemeinde (BY)	11.677118	48.074726
unterföhring	gemeinde (BY)	11.640513	48.192162
unterhaching	gemeinde (BY)	11.617404	48.065859
unterschleißheim	stadt (BY)	11.577905	48.277306
forstenrieder park	gemeindefreies gebiet (BY)	11.459224	48.048272
grünwalder forst	gemeindefreies gebiet (BY)	11.523738	48.020682
perlacher forst	gemeindefreies gebiet (BY)	11.575704	48.068937
aresing	gemeinde (BY)	11.297536	48.531075
burgheim	gemeinde (BY)	11.016204	48.700562
ehekirchen	gemeinde (BY)	11.105443	48.637944
karlshuld	gemeinde (BY)	11.286999	48.682264
karlskron	gemeinde (BY)	11.4132	48.67737
neuburg a.d.donau	stadt (BY)	11.177543	48.736677
